islands,star,bistar,singletons
52.31081312,44.68147977,48.80021165,38.69349401
52.31661281,44.7150164,48.80021165,38.69349401
52.3984447,44.7150164,49.24755184,38.85938095
52.3984447,44.7150164,49.24755184,38.85938095
52.44963167,44.7150164,49.30206653,38.87821587
52.44963167,44.7150164,49.44108596,38.87821587
52.42851006,44.71791459,49.751383,39.39573661
52.6133361,44.71791459,49.759074,39.47416659
52.72845597,44.73057195,49.76112326,39.47416659
52.72845597,44.88696221,49.83136136,39.47416659
52.72966305,44.88696221,49.83136136,39.47416659
52.72966305,44.88696221,49.83278586,39.8188672
52.72966305,44.89245671,49.83278586,39.87607405
52.72966305,44.89245671,49.83278586,39.8188672
53.01143847,44.89245671,49.83278586,39.8188672
53.41954615,44.89245671,49.86800564,39.8188672
53.41954615,44.89245671,49.86492872,39.8188672
53.41954615,44.92242575,49.88278586,39.8188672
53.43756563,45.97365971,49.88278586,39.8188672
53.43994659,45.97365971,49.88586278,39.8188672
53.55212801,45.97365971,49.88586278,39.8188672
53.55212801,46.48290595,50.12842078,39.8188672
53.61028048,46.86058565,50.33251273,39.8188672
53.65538716,46.86058565,50.30991649,39.8188672
54.17405743,46.86058565,50.30991649,39.8188672
54.19643408,46.88195317,50.33411492,39.8188672
54.19643408,46.88836343,50.33411492,39.8188672
54.20977172,46.88836343,50.33411492,39.89927656
54.20977172,46.88836343,51.05324855,40.0688672
54.21453836,46.88836343,51.05324855,40.0688672
54.25322566,46.88836343,51.05324855,40.0688672
54.25322566,46.88836343,51.05324855,40.0688672
54.47125534,46.99404524,51.07810834,40.23757032
54.77799209,47.401621,51.07810834,40.28880184
54.77799209,47.39745434,51.55324855,40.28880184
54.84506736,47.39745434,51.55324855,40.28880184
54.7801566,47.39745434,51.55324855,40.28880184
55.0588107,47.39757992,52.56919869,40.29572825
55.0588107,47.39757992,52.56919869,40.43585342
55.13023552,47.39757992,52.56919869,40.43585342
55.13023552,47.39757992,52.56919869,40.49554003
55.13023552,47.39927237,52.56919869,40.49554003
55.26869151,47.39927237,52.56919869,40.49554003
55.32980262,47.39927237,52.56919869,40.49554003
55.36873864,47.39927237,52.56919869,40.49554003
55.36873864,47.4826057,52.56919869,40.49554003
55.36873864,47.4826057,52.56919869,40.49554003
55.36873864,47.4826057,52.73218889,40.49554003
55.36873864,47.4826057,52.68218889,40.49554003
55.36873864,47.9355246,52.68218889,40.49554003
55.36873864,47.9826057,52.84885556,40.49554003
55.36873864,49.00587369,52.84885556,40.49554003
55.36873864,49.00587369,52.84885556,40.56876126
55.36873864,49.00587369,52.84885556,40.56876126
55.36873864,49.00587369,52.84885556,40.56876126
55.36873864,49.00587369,52.84885556,40.58029787
55.46272832,49.00587369,52.84885556,40.58029787
55.46272832,49.00965327,52.84885556,40.58029787
55.51152773,49.01004036,52.84885556,40.58744813
55.46272832,49.17053213,52.84885556,40.58744813
55.46272832,49.18073258,52.84885556,40.58744813
55.46272832,49.18073258,52.84885556,40.58744813
55.65706068,49.18581499,52.93370086,40.58744813
57.25858184,49.18581499,52.93586536,40.58744813
57.29731122,49.18581499,52.93586536,40.58744813
57.29731122,49.18581499,52.93586536,40.58744813
57.29731122,49.18581499,52.93586536,40.61094888
57.29731122,49.18581499,52.93586536,40.68519131
57.29731122,49.18581499,52.93738051,40.69428222
57.29731122,49.21113245,52.94229891,40.69428222
57.29731122,49.21754271,52.94987467,40.69428222
57.3018391,49.21754271,52.94987467,40.69582068
57.30315918,49.21754271,52.94987467,40.85161705
57.33649251,49.21754271,53.42351493,40.85161705
57.33649251,49.21754271,53.42351493,40.85161705
57.36893266,49.21754271,53.42351493,40.86546986
57.36893266,49.21754271,53.42351493,40.86546986
57.36893266,49.21754271,53.42351493,40.86546986
57.820497,49.21754271,53.80120268,40.86546986
57.820497,49.21754271,53.80120268,40.86546986
57.820497,49.21754271,53.80120268,41.02869737
57.82545813,49.21754271,53.90250399,41.03345928
57.867266,49.21754271,53.9401816,41.03345928
57.867266,49.21754271,53.9401816,41.03345928
57.867266,49.21754271,53.9401816,41.03345928
57.9040055,49.21754271,53.97297699,41.03345928
58.31315075,49.21754271,53.97297699,41.03345928
58.32251184,49.34093822,53.98129291,41.03345928
58.32251184,49.34093822,53.98129291,41.03345928
58.42352838,49.34093822,53.98129291,41.03345928
58.452266,49.34093822,54.06398829,41.03345928
58.4570279,49.34093822,54.06398829,41.03345928
58.4570279,49.34093822,54.07230421,41.28001498
58.64889523,49.34093822,54.18215952,41.72920434
58.72134791,49.34093822,54.15443884,41.72920434
58.72134791,49.34093822,54.15443884,41.77498196
58.7459469,49.34093822,54.15443884,41.80461821
58.75939797,49.82129537,54.15443884,42.26734018
58.75939797,49.82129537,54.16079712,42.24563939
58.76137425,49.82129537,54.16593704,42.28983456
58.76137425,49.84025974,54.45213729,42.30404591
58.90904741,49.84242424,54.45213729,42.34051183
58.91037525,49.84242424,54.45213729,42.34051183
59.06393898,49.84242424,54.45213729,42.34135534
59.06393898,49.84242424,54.45213729,42.5612078
59.06393898,49.84242424,54.45358029,42.5612078
59.06393898,49.84242424,54.45358029,42.5612078
59.150497,49.84374699,54.45358029,42.5612078
59.26283365,49.84374699,54.45358029,42.5612078
59.4001846,49.84374699,54.47573568,42.5612078
59.43011227,49.84374699,54.47573568,42.5612078
59.43011227,49.84374699,54.48565632,42.5612078
59.92282809,49.84374699,54.48782272,42.5612078
59.95123671,49.8809347,54.49676743,42.5612078
59.95123671,49.8809347,54.49676743,42.5612078
59.95123671,49.88407698,54.49676743,42.5612078
59.95123671,49.88407698,54.50434319,42.5612078
60.08541254,49.97815692,54.61060457,42.5612078
60.08541254,49.97815692,54.61441002,42.58029647
60.08541254,49.98456718,54.6595632,42.58029647
60.09652365,50.03295737,54.6595632,42.58029647
60.09652365,50.03295737,54.6595632,42.58029647
60.09652365,50.18684522,54.6595632,42.68449137
60.09652365,50.52664627,54.6595632,42.68865804
60.09652365,50.53018738,54.73245045,42.68449137
60.09652365,50.53018738,54.73245045,42.68865804
60.62998633,50.53018738,54.73259665,42.68865804
60.62998633,50.53172584,54.73259665,42.68865804
60.62998633,50.53172584,54.73724843,42.68865804
60.62998633,50.53172584,54.73724843,42.68865804
60.62998633,50.53172584,54.73724843,42.68959869
60.79881024,50.53172584,54.82313525,43.19176319
60.80119119,50.53172584,54.82313525,43.19927692
60.80119119,50.53172584,54.90671645,43.19927692
60.80119119,50.53172584,54.90671645,43.19927692
60.80119119,50.56982108,54.90671645,43.35468817
61.11560724,50.56982108,54.90671645,43.35468817
61.12998633,50.56982108,54.90671645,43.35468817
61.17837405,50.56982108,54.90671645,43.35468817
61.33452452,50.56982108,54.90671645,43.89018601
61.36908065,50.58145292,54.90671645,43.89018601
61.36908065,50.58145292,54.9491407,43.89018601
61.37074732,50.58145292,54.9491407,43.89018601
61.37074732,50.58230806,54.9491407,43.89018601
61.52041448,50.58468901,54.9491407,43.89018601
61.72873724,50.59089008,55.14212708,44.21861908
61.78908065,50.59089008,55.1491407,44.38528575
61.78908065,50.59089008,55.1491407,44.38528575
61.87241399,50.59730033,55.1491407,44.38726203
61.87241399,50.59730033,55.1491407,44.38726203
61.87241399,50.59730033,55.1491407,44.38726203
62.05503652,50.59730033,55.1491407,44.39561294
62.21849429,50.59730033,55.16690724,44.39561294
62.35510721,50.59730033,55.16690724,44.39561294
62.35510721,50.59998098,55.28104953,44.39561294
62.35510721,50.59998098,55.28104953,44.39561294
62.96061555,50.59998098,55.28132266,44.39613284
62.93518265,50.59998098,55.28132266,44.39940082
62.93518265,50.59998098,55.28666463,44.39940082
62.93518265,52.99448879,55.28666463,44.39940082
62.93518265,52.99448879,55.28789616,44.39940082
62.93518265,52.99448879,55.28789616,44.39940082
62.93518265,53.45107249,55.2908313,44.39940082
63.58477329,53.45107249,55.2908313,44.73473061
63.58477329,53.4605963,55.2908313,44.72842256
63.58477329,53.4605963,55.29297017,44.89508922
63.58477329,53.4605963,55.29297017,44.89508922
63.58477329,53.4605963,55.30229557,44.89508922
63.58701688,53.4605963,55.32416463,44.89508922
63.59118354,53.4605963,55.32416463,44.89508922
63.59118354,53.4605963,55.32689357,44.89508922
63.66812494,53.4605963,55.32689357,44.89508922
63.66812494,53.4605963,55.32689357,44.89508922
63.66812494,53.4605963,55.32689357,44.89508922
63.66812494,53.4605963,55.32689357,44.89508922
63.71718558,53.4605963,55.32689357,44.89508922
63.71718558,53.4605963,55.32689357,44.89508922
64.06259598,53.4605963,55.32689357,44.98123641
64.08203317,53.4605963,55.33115832,45.45981808
64.08203317,53.4605963,55.33115832,45.45981808
64.08203317,53.4605963,55.34078246,45.45981808
64.22451022,53.4605963,55.34024923,45.46219903
64.22451022,53.4605963,55.34029023,45.46219903
64.22451022,53.47233872,55.37864845,45.46219903
64.22451022,53.47233872,55.38412484,45.98121942
64.22451022,53.47233872,55.38412484,45.98121942
64.22451022,53.47233872,55.38412484,45.98121942
64.22451022,53.47233872,55.49822674,45.98121942
64.22451022,53.47233872,55.50695689,45.98121942
64.27048757,53.47233872,55.51861248,46.08297756
64.24540744,53.47233872,55.5457099,46.08297756
64.24540744,53.47233872,55.5457099,46.08297756
64.24277586,53.69478523,55.5457099,46.08592126
64.24277586,53.69478523,55.5556995,46.08742073
64.24277586,53.97445438,55.5556995,46.08742073
64.24277586,53.97445438,55.69042455,46.08742073
64.24277586,53.97445438,55.69042455,46.08742073
64.30079937,53.97445438,55.69042455,46.08742073
64.30079937,53.97445438,55.74624749,46.08742073
64.24277586,53.97445438,55.74624749,46.08742073
64.24277586,53.97445438,55.74624749,46.08966432
64.2625315,53.97445438,55.74624749,46.58966432
64.28993024,53.97445438,55.74624749,46.58966432
64.35232407,53.97445438,55.74624749,46.58966432
64.35232407,53.97445438,55.74624749,46.58966432
64.35232407,53.97445438,55.74624749,46.67378576
64.35232407,53.97445438,55.74624749,46.69500192
64.35232407,53.97445438,55.84373448,46.78013427
64.35232407,53.97445438,55.84373448,46.78124022
64.35232407,53.97445438,55.84373448,46.78124022
64.35232407,53.97445438,55.84373448,46.80617408
64.35232407,53.97445438,55.84373448,46.80617408
64.35232407,53.97445438,55.95525895,46.80617408
64.95636063,53.97445438,55.95525895,46.80617408
64.95636063,53.98553349,56.44726453,46.80617408
64.95636063,53.98553349,56.44726453,46.88741281
65.13378184,53.98553349,56.44726453,46.88958471
65.13378184,53.98553349,56.44726453,46.88958471
65.15759136,53.98553349,56.44726453,46.88958471
65.15759136,53.98553349,56.52969542,47.08551642
65.15759136,53.98553349,56.54846456,47.08551642
65.15759136,54.00103465,56.55487481,47.05775085
65.15759136,54.00103465,56.5781564,47.05775085
65.15759136,54.00103465,56.5781564,47.05775085
65.15759136,54.00103465,56.5781564,47.08002192
65.15759136,54.00103465,56.88660649,47.08002192
65.16127165,54.00103465,56.88660649,47.08002192
65.24803016,54.00103465,57.20213679,47.08002192
65.24803016,54.00103465,57.20213679,47.10596177
65.24803016,54.00103465,57.20213679,47.10596177
65.24803016,54.00103465,57.20213679,47.11335525
65.24803016,54.00103465,57.20213679,47.11335525
65.24803016,54.00103465,57.20213679,47.11335525
65.24803016,54.00412989,57.20213679,47.11335525
65.4052341,54.00412989,57.20213679,47.11335525
65.4052341,54.00412989,57.20213679,47.11335525
65.4052341,54.00412989,57.20213679,47.11627923
65.4052341,54.00412989,57.20213679,47.11627923
65.4052341,54.00412989,57.20213679,47.11627923
65.4052341,54.00412989,57.20213679,47.11627923
65.4052341,54.00412989,57.20213679,47.12647796
65.43902725,54.04205096,57.20213679,47.62177373
65.43902725,54.04205096,57.20213679,47.62177373
65.43902725,54.12646837,57.20213679,47.62177373
65.43902725,54.12646837,57.2152038,47.62177373
65.43902725,54.12646837,57.21718008,47.62177373
65.45962173,54.12646837,57.20213679,47.62177373
65.45962173,54.12646837,57.20213679,47.79351138
65.45962173,54.12646837,57.20213679,47.79351138
65.45962173,54.13957062,57.20213679,47.79351138
65.45962173,54.15027789,57.20213679,47.79351138
65.45962173,54.15027789,57.20213679,47.79351138
65.45962173,54.15027789,57.20213679,47.79351138
65.45962173,54.15027789,57.26031722,47.7952409
65.45962173,54.15027789,57.75671828,48.42796095
65.70809354,54.15027789,57.75671828,48.42796095
65.73993188,54.15027789,57.75671828,48.42796095
65.73993188,54.15027789,57.75671828,48.24413742
65.76179086,54.15027789,57.75671828,48.43272286
65.76179086,54.15027789,57.75671828,48.43272286
65.77577687,54.15027789,57.75671828,48.43272286
65.77577687,54.23824086,57.75671828,48.59938952
65.77845753,54.23824086,57.75671828,48.59938952
65.77845753,54.23824086,59.62960776,48.59938952
65.77845753,54.23824086,59.62960776,48.59938952
65.77845753,54.23824086,59.62960776,48.59938952
65.77845753,54.23824086,59.62960776,48.60255575
65.77845753,54.23824086,59.62960776,48.63271145
65.78060799,54.23824086,59.62960776,48.63271145
65.78060799,54.23824086,59.62960776,48.63271145
65.78060799,54.23824086,59.63944139,48.63271145
65.78060799,54.23824086,61.0199751,48.63271145
66.04189268,54.31779881,60.51165279,48.63271145
65.78060799,54.31779881,60.51165279,49.14496268
66.24626779,54.48873319,60.75000119,49.14279817
66.28323957,54.48873319,61.30701667,49.14279817
66.33248708,54.48873319,61.30701667,49.14496268
66.33248708,54.49165717,61.30701667,49.15393813
66.33248708,54.49165717,61.31764604,49.15393813
66.44015592,54.49165717,61.31764604,49.15393813
66.45245193,54.49165717,61.31764604,49.15393813
66.54935187,54.49165717,62.09577484,49.15393813
67.11390167,54.49165717,62.09577484,49.15393813
67.11390167,54.49165717,62.09577484,49.15636089
67.11390167,54.49165717,62.6072536,49.15636089
67.11390167,54.49165717,62.53766485,49.15690109
67.11390167,54.49839239,62.53766485,49.16123009
67.11390167,54.49993085,62.53766485,49.16123009
67.11390167,54.49993085,62.53766485,49.16123009
67.11390167,54.51411153,62.53766485,49.16123009
67.11390167,54.95553275,62.53766485,49.16123009
67.11390167,55.48087539,62.53766485,49.16123009
67.11390167,55.54636851,62.53766485,49.16123009
67.11390167,55.56420873,62.53766485,49.16123009
67.17692169,55.56420873,62.53766485,49.16123009
67.17692169,55.56420873,62.54737326,49.2223412
67.17692169,55.56420873,62.54737326,49.64862444
67.17692169,55.56420873,62.57662813,49.64862444
67.17692169,55.56420873,62.57662813,49.64862444
67.17692169,55.56420873,62.57662813,49.64862444
67.17692169,55.56420873,62.57662813,49.64862444
67.17692169,55.56420873,62.57662813,49.65156466
67.17692169,55.56420873,62.57662813,49.65156466
67.56383736,55.56420873,62.57662813,49.65156466
67.56383736,55.57168736,62.57662813,49.65156466
67.56383736,55.56420873,62.65799926,49.65156466
67.57568592,55.56420873,62.65799926,49.65156466
67.57568592,55.56420873,62.65799926,49.65156466
67.57568592,55.56420873,62.65799926,49.65156466
67.58435996,55.56420873,62.65799926,49.65914042
67.58435996,55.56420873,62.65799926,49.65914042
67.58435996,55.56420873,62.65799926,49.73849337
67.58435996,55.56420873,62.65799926,49.73849337
67.68812356,55.56420873,62.65799926,49.73849337
67.68812356,55.56420873,62.65799926,49.73849337
67.69569932,55.56420873,62.65799926,49.73849337
67.69569932,55.56420873,62.65799926,49.73849337
67.69569932,55.56420873,62.65799926,49.73849337
67.7714569,55.56420873,62.65799926,49.73849337
67.7714569,55.56420873,62.65799926,49.74003183
67.7714569,55.56420873,62.65799926,49.74003183
67.7714569,55.56420873,62.65799926,49.74003183
67.7714569,55.56420873,62.65799926,49.74003183
67.77480695,55.56420873,62.6742691,49.74003183
67.7714569,55.56420873,62.69528309,49.74003183
67.7714569,55.56420873,62.69528309,49.74003183
67.7714569,55.56420873,62.69528309,49.74003183
67.7714569,55.56420873,62.69528309,49.74003183
67.83461198,55.56730337,62.69528309,49.74003183
67.83461198,55.56730337,62.69528309,49.74003183
67.83461198,55.56730337,62.69528309,49.74003183
67.83461198,55.56985765,62.69660584,50.24657853
67.83461198,55.56985765,62.69660584,50.24657853
67.83461198,55.56985765,62.69660584,50.73748762
67.83461198,55.56985765,62.69660584,50.7386624
67.83461198,55.56985765,62.75498801,50.7386624
67.83461198,55.56985765,62.75498801,51.22757673
67.83461198,55.56985765,62.75652647,51.23666764
67.87755984,55.56985765,62.75652647,51.24289012
67.90667579,55.56985765,62.75652647,51.24289012
67.90959977,55.56985765,62.75652647,51.24289012
67.90959977,55.56985765,62.75915805,51.25198103
67.90959977,55.56985765,62.75915805,51.25198103
67.90959977,55.56985765,62.82087324,51.25198103
67.90959977,55.56985765,62.82087324,51.25198103
67.90959977,55.56985765,62.82087324,51.25198103
67.90959977,55.56985765,62.88958395,51.25198103
67.90959977,56.04293458,62.88958395,51.25198103
67.92548063,56.04293458,62.88958395,51.25524889
67.92548063,56.04293458,62.92800776,51.25524889
67.92548063,56.04293458,62.92800776,51.25524889
67.93024253,56.04293458,62.92800776,51.75321255
67.93024253,56.04293458,62.92800776,51.75584413
67.93024253,58.39716888,62.92800776,51.75584413
67.93024253,58.39716888,62.92800776,51.75584413
67.93024253,58.39716888,62.92800776,51.75584413
67.93024253,58.39716888,62.92800776,51.75584413
67.93024253,58.39716888,62.92800776,51.75584413
67.93024253,58.39716888,62.95330371,51.75584413
67.95207441,58.39716888,62.95330371,51.75584413
67.99437591,58.39716888,62.95330371,51.75584413
67.96619308,58.39716888,62.95330371,51.75584413
67.96619308,58.58518351,62.95330371,51.7664664
67.96619308,58.58518351,62.95330371,51.76827799
67.99812869,58.58518351,62.95330371,51.76827799
67.99812869,58.58518351,62.95330371,51.76827799
67.99812869,58.58518351,62.95330371,51.76827799
68.00330607,58.58518351,62.95330371,51.76827799
68.00330607,58.58518351,62.95330371,51.76827799
68.02872426,58.58518351,62.95330371,51.76827799
68.02872426,58.58518351,62.95330371,51.77468825
68.03026272,58.58518351,62.95330371,51.82051641
68.02999496,58.58518351,63.03445924,51.82142028
68.0633283,58.58518351,63.03445924,51.82142028
68.09000199,58.58518351,63.03445924,51.82142028
68.07423402,58.58518351,63.03445924,51.82142028
68.09069524,58.58518351,63.03445924,51.82142028
68.09069524,58.58518351,63.03445924,51.82142028
68.09069524,58.58518351,63.03445924,51.82330265
68.15929927,58.58518351,63.03445924,51.82330265
68.15929927,59.12454363,63.03445924,51.82330265
68.15929927,59.12454363,63.07290112,51.82330265
68.2453332,60.62300516,63.68181527,51.82330265
68.40861154,60.62300516,63.68181527,51.82330265
68.42986634,60.62300516,63.68181527,51.82330265
68.42986634,60.62300516,63.68672327,51.82330265
68.56815154,60.62300516,63.68672327,51.82330265
68.61091531,60.62300516,63.6952028,51.82330265
68.61091531,60.62300516,63.80984704,51.82330265
68.62090343,60.62300516,63.80984704,51.82330265
68.64424864,60.62300516,63.80984704,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.64424864,60.62300516,64.19616434,51.82330265
68.69728934,60.62300516,64.19616434,51.82330265
68.69728934,60.62300516,64.19616434,51.82330265
68.69728934,60.62300516,64.19616434,51.82330265
68.73057875,60.62300516,64.19616434,51.82330265
68.73057875,60.62300516,64.19616434,51.82330265
68.73057875,61.04706353,64.19908831,51.82330265
68.73057875,61.04706353,64.19908831,51.82330265
68.82373582,61.04706353,64.25565342,51.82330265
68.82373582,61.04706353,64.25565342,51.82330265
68.82373582,61.04706353,64.25565342,51.82330265
68.88701928,61.25287311,64.25565342,51.82330265
68.88701928,61.94339035,64.25565342,51.82330265
68.88701928,61.94339035,64.25565342,51.82330265
